date,tx_hash,tx_src,tx_dest,sent_amount,sent_currency,received_amount,received_currency,fee_amount,fee_currency
2024-12-17 12:23:43,2iG2xGd1KzvtEtAML2ntjMJ6tNCdNQLApBhad4EViBPCd2LATeWzce8uq2qAAtDEJY3zCfNueGHMpL17gn6WRFf8,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,3nzKc6Cw8gmxoUzhEHuqW58q3YbjtfKF22XzvLuGXzwk,0,N/A,0.369886646,SOL,0.000005825,SOL
